y_true,q0.1,q0.5,q0.9
529.8204,407.48257,498.31857,587.2789
495.60303,369.66428,469.1777,564.3603
460.3758,327.67096,436.8228,538.9017
426.19266,282.88315,402.25296,511.38156
392.70822,241.77063,370.5146,486.16083
358.19998,207.0171,343.65125,464.82162
324.50247,174.59735,318.55905,444.6487
291.0188,147.2695,297.39078,427.60672
258.07416,120.55544,276.6894,410.87106
971.60767,864.84564,943.3968,1058.9728
974.44086,869.81995,947.3866,1063.0769
989.1247,872.72766,949.6138,1065.2286
990.0502,879.9824,957.25464,1074.3483
996.5383,883.5814,960.451,1077.7988
1002.7716,889.8962,967.01825,1085.5483
1008.3945,896.31604,974.232,1094.4374
1014.4826,903.7475,982.9353,1105.3418
1021.5373,910.134,990.01935,1114.1073
1030.5037,917.7209,998.5876,1124.7802
984.827,925.87885,1007.89185,1136.3936
1038.5873,915.01666,995.5873,1120.9731
1056.4451,938.23395,1021.7502,1153.5719
1050.9656,949.14014,1033.8069,1168.5455
1078.1367,953.5338,1038.4617,1174.2128
1093.2365,970.28577,1057.921,1198.6531
1093.2012,983.0816,1073.3167,1218.2386
1099.4093,990.05023,1081.6575,1228.8088
1095.8492,996.00574,1088.4261,1237.2919
1086.6127,998.1506,1090.6763,1240.0402
1096.8788,999.5865,1092.7521,1242.8239
1115.2681,1003.6639,1097.58,1248.9169
1109.5875,1008.90125,1103.7449,1256.709
1112.6204,1007.5698,1102.288,1254.9213
1105.3586,1009.9946,1105.6351,1259.3474
1092.6002,1009.23596,1105.0792,1258.8723
1095.1876,1006.5734,1102.4397,1255.7444
1096.241,1008.6214,1105.4606,1259.8158
1100.8729,1011.205,1109.6165,1265.4833
1129.2468,1012.6735,1112.1533,1268.933
1132.5168,1020.10675,1120.4933,1279.3069
1150.1664,1023.2475,1124.7761,1284.9773
1139.3193,1032.9497,1138.3469,1303.0281
1117.6696,1033.6433,1140.1486,1305.7125
1115.9161,1032.7627,1140.4253,1306.6108
1127.9203,1036.303,1144.9711,1312.5812
1161.1235,1043.0156,1154.2135,1324.8503
1181.2465,1049.999,1161.7953,1334.1913
1161.3895,1052.9698,1164.5823,1337.4789
1166.431,1050.785,1162.3037,1334.729
1162.6339,1053.81,1166.6388,1340.5555
1172.9283,1054.5497,1167.774,1342.1731
1166.5498,1056.8684,1170.59,1345.8436
1165.81,1057.3182,1172.3513,1348.5593
1169.9324,1057.6178,1172.9877,1349.4835
1176.4484,1056.4966,1171.6825,1347.8597
1187.6536,1056.1631,1172.9117,1350.0662
1180.2461,1056.1827,1172.7766,1349.8599
1145.3497,1055.2156,1170.9716,1347.3518
1172.158,1027.6764,1146.64,1320.3939
1141.3583,1046.2969,1164.5061,1341.0555
1153.8085,1046.3759,1166.3357,1344.0718
1193.4557,1041.6416,1163.3408,1341.4067
1191.6523,1042.3766,1168.2957,1349.3787
1075.5856,1037.2118,1162.0077,1341.3827
1167.6721,1008.28625,1143.5128,1324.784
989.1911,1008.3449,1137.1697,1314.1112
1106.4429,979.3213,1126.6854,1310.3773
771.512,983.7462,1115.1976,1289.2292
941.87854,787.6732,953.05066,1115.6146
1029.098,977.04834,1117.2426,1296.1448
1109.7548,942.5836,1076.8005,1245.2056
1169.5793,1015.80524,1151.3813,1334.4918
1133.8656,991.9257,1119.8618,1293.4142
1190.0934,996.90936,1125.2836,1300.3712
1166.806,1023.01263,1147.0646,1323.7765
1140.06,1005.4998,1130.5148,1304.5736
1118.7141,982.9669,1107.3351,1276.6395
1090.4274,958.833,1079.5027,1241.5896
1055.0846,925.30023,1038.7338,1189.4562
1025.7828,885.1694,994.00195,1134.3079
1040.8809,847.6663,956.3866,1090.2264
1011.6582,881.55194,984.81726,1120.204
1000.0523,862.4438,965.3393,1097.023
976.467,846.766,946.9437,1073.8024
935.09564,828.8746,924.253,1044.4863
892.6506,799.41736,889.4181,1000.30414
862.0913,760.992,844.8713,944.3186
870.9721,709.9981,791.45294,880.1016
830.13226,721.35236,798.31934,885.3016
784.85876,686.1677,758.99347,836.4881
539.7279,649.6415,718.33466,788.66144
330.37772,523.78467,604.8756,694.6689
575.57715,312.1014,434.47348,557.91406
628.2019,526.8569,602.5393,687.2515
577.9341,467.77786,556.78705,652.29236
572.9445,413.92996,512.8247,615.90375
473.38474,358.6492,465.9853,574.4138
461.8011,296.51642,414.51666,530.6486
455.0902,272.86502,395.8579,513.4106
403.71725,218.34805,353.76483,480.38858
